ID	KOREA	JAPAN	ENGLISH	THAI
1671	You are already performing a quest. You can proceed after cleaning the quest list.	?????????????????	You are already performing a quest. You can proceed after cleaning the quest list.	??????????????????????????? ????????????????????????????????
1672	IDS_LR_NOT_SETTING	IDS_LR_NOT_SETTING	IDS_LR_NOT_SETTING	
1673	IDS_LR_CASH_END	IDS_LR_CASH_END	IDS_LR_CASH_END	
1674	IDS_LRERR_NPC	IDS_LRERR_NPC	IDS_LRERR_NPC	
1675	IDS_LRERR_MACHINE	IDS_LRERR_MACHINE	IDS_LRERR_MACHINE	
1676	IDS_LRERR_INVEN	IDS_LRERR_INVEN	IDS_LRERR_INVEN	
1677	IDS_LRERR_WALK	IDS_LRERR_WALK	IDS_LRERR_WALK	
1678	IDS_LRERR_VERSION	IDS_LRERR_VERSION	IDS_LRERR_VERSION	
1679	Wrong tribe. Please delete and create again.	IDS_LRERR_TRIBE	IDS_LRERR_TRIBE	?????????????????? ???????????????????
1680	Please ask for character deletion format	????????????????????????????	Please ask for character deletion format	??????????? Format ????????????
1681	You don't have Labiyon (Paragon)	????????????	You don't have Labiyon (Paragon)	???????????????????
1682	Cannot be charged anymore.	???????????????????	Cannot be charged anymore.	?????????????????????????????
1683	There are no books in the quick slot.	??????????????????????????	There are no books in the quick slot.	????? Book ?? Quick Slot
1684	Not enough MP	?????????	shortage of Mana	Mana ??????????
1685	IDS_UQ_ERR_05	IDS_UQ_ERR_05	IDS_UQ_ERR_05	IDS_UQ_ERR_05
1686	Need to be equiped.	????????????	need to be equiped.	?????????????????
1687		IDS_UQ_ERR_07	IDS_UQ_ERR_07	
1688		IDS_UQ_ERR_08	IDS_UQ_ERR_08	
1689		IDS_UQ_ERR_09	IDS_UQ_ERR_09	
1690		IDS_UQ_ERR_10	IDS_UQ_ERR_10	
1691		IDS_UQ_ERR_11	IDS_UQ_ERR_11	
1692		IDS_UQ_ERR_12	IDS_UQ_ERR_12	
1693		IDS_UQ_ERR_13	IDS_UQ_ERR_13	
1694		IDS_UQ_ERR_14	IDS_UQ_ERR_14	
1695		IDS_UQ_ERR_15	IDS_UQ_ERR_15	
1696		IDS_UQ_ERR_16	IDS_UQ_ERR_16	
1697		IDS_UQ_ERR_17	IDS_UQ_ERR_17	
1698		IDS_UQ_ERR_18	IDS_UQ_ERR_18	
1699		IDS_UQ_ERR_19	IDS_UQ_ERR_19	
1700		IDS_UQ_ERR_20	IDS_UQ_ERR_20	
1701	%ddays %02dhours %02dminutes left	?? %d? %02d?? %02d?	%ddays %02dhours %02dminutes left	????? %d ??? %02d ????
1702	%s(days) You are about to use warehouse expanding item. Ignore former effects and proceed?	%s(?) ?????????????????????????????????????? 	%s(days) You are about to use strage expanding item. Ignore former effects and proceed?	%d (???) ??????????????????????? ???????????????????????????????????
1703	 %02dhours %02dminutes left	?? %02d? %02d?	 %02dhours %02dminutes left	????? %02d ??????? %02d ????
1704	Limitless	???	Limitless	?????????????
1705	IDS_STRING1705	IDS_STRING1705	IDS_STRING1705	
1706	IDS_STRING1706	IDS_STRING1706	IDS_STRING1706	
1707	HP Aumenta %d (%dminute)	???%d???(%d?)	vital %dAumenta(%dminute)	HP %dAumenta(%dminute)
1708	MP Aumenta %d (%dminute)	??%d???(%d?)	Mana %dAumenta(%dminute)	Mana %dAumenta(%dminute)
1709	STA Aumenta %d (%dminute)	????%d???(%d?)	Stamina %dAumenta(%dminute)	Stamina %dAumenta(%dminute)
1710	EP Aumenta %d (%dminute)	?????%d???(%d?)	Poder Eletrico %dAumenta(%dminute)	Poder Eletrico %dAumenta(%dminute)
1711	ATK Aumenta %d%% (%dminute)	???%d%%???(%d?)	Attacking power %d%%Aumenta(%dminute)	Attacking power %d%%Aumenta(%dminute)
1712	DEF Aumenta %d%% (%dminute)	???%d%%???(%d?)	Defensive %d%%Aumenta(%dminute)	Defensive %d%%Aumenta(%dminute)
1713	EXP Aumenta %d%% (%dminute)	??????%d%%???(%d?)	amount of earning experience Nivel %d%%Aumenta(%dminute)	amount of earning experience Nivel %d%%Aumenta(%dminute)
1714	LIME Aumenta %d%% (%dminute)	???????%d%%???(%d?)	amount of earning lime %d%%Aumenta(%dminute)	amount of earning lime %d%%Aumenta(%dminute)
1715	ATK/EXP Aumenta %d%% (%dminute)	???/?????? %d%%???(%d?)	Attack/amount of earning experience Nivel %d%%Aumenta(%dminute)	Attack/amount of earning experience Nivel %d%%Aumenta(%dminute)
1716	DEF/EXP Aumenta %d%%(%dminute)	???/?????? %d%%???(%d?)	Defence/amount of earning experience Nivel %d%%Aumenta(%dminute)	Defence/amount of earning experience Nivel %d%%Aumenta(%dminute)
1717	ATK/DEF Aumenta %d%%(%dminute)	???/??? %d%%???(%d?)	Attacking power/Defensive power %d%%Aumenta(%dminute)	Attacking power/Defensive power %d%%Aumenta(%dminute)
1718	ATK/DEF/EXP Aumenta %d%% (%dminute)	???/???/?????? %d%%???(%d?)	Attack/Defece/amount of earning experience Nivel %d%%Aumenta(%dminute)	Attack/Defece/amount of earning experience Nivel %d%%Aumenta(%dminute)
1719	Chance ATK Aumenta %d%% (%dminute)	????? %d%%???(%d?)	Instant Attacking power %d%%Aumenta(%dminute)	Instant Attacking power %d%%Aumenta(%dminute)
1720	Critical Rate Aumenta %d%% (%dminute)	???????? %d%%???(%d?)	Critical Attack rate %d%%Aumenta(%dminute)	Critical Attack rate %d%%Aumenta(%dminute)
1721	Decrease monster's STA %d%% (%dminute)	?????????? %d%%(%d?)	decrease monster's Stamina %d%%Aumenta(%dminute)	decrease monster's Stamina %d%%Aumenta(%dminute)
1722	You can receive the reward from NPC Host.	NPC??????????????????????	You can receive the reward from announcer NPC.	????????????????????? Announcer NPC
1723	You obtained %d items from %s	%s?%d??????????????	You obtained %d items from %s	????????? %d ????????? %s
1724	Warning! Ghost Labiyong ID %d has appeared!	IDS_STRING1724	Warning! Ghost Labiyong ID %d has appeared!	??????? ! Ghost Labiyong ID %d ???????? !
1725	Acquired %s	%s ??	%s acquired	?????? %s
1726	IDS_STRING1726	IDS_STRING1726	IDS_STRING1726	??????????? %s
1727	IDS_STRING1727	IDS_STRING1727	IDS_STRING1727	%d LP ?????????
1728	IDS_STRING1728	IDS_STRING1728	IDS_STRING1728	
1729	Check completed	IDS_STRING1729	IDS_STRING1729	????????????????????
1730	You are not in guild.	IDS_STRING1730	IDS_STRING1730	??????????????? Guild 
1731	Guild is not in the list.	IDS_STRING1731	IDS_STRING1731	Guild ???????????? List
1732	Please confirm again.	IDS_STRING1732	IDS_STRING1732	???????????? List ????? Confirm ????????????
1733	It is not register time.	IDS_STRING1733	IDS_STRING1733	??????????????????
1734	Already been processed.	??????????	Already been processed.	?????????????
1735	Money %d	?????????%d	money item%d	???? %d
1736	Need lime %d	%d ??????????	%d Need lime.	%d lime ??????????
1737	(%done hundred million	(%d?	(%done hundred million	(% 100 ???? ?????????
1738	%s%dten thousand	%s%d?	%s%dten thousand	%s%d 10 ????
1739	%s%d	%s%d	%s%d	%s%d
1740	lime)	????)	lime)	lime)
1741	Will you give up %s's guardian?	%s??????????????	Will you give up %s's guardian?	????????????????????????????????
1742	Quest Bracelet of Yan	??????	Yan's quest document	???????? Yan
1743	Lv.%d %s	Lv.%d %s	Lv.%d %s	Lv.%d %s
1744	LP: %d 	IDS_STRING1744 	IDS_STRING1744 	LP Valor: %d
1745	LP: %d 	IDS_STRING1745 	IDS_STRING1745 	Selling LP Valor: %d
1746	[Confirm Receipt] %s sent a message on %s. Message - %s 	IDS_STRING1746 	[Confirm Receipt] %s sent a message on %s. Message - %s 	????????????? ????????????? ???????
1747	Account Expiring (quantitative system): %d%d%d%s	IDS_STRING1747 	Account Expiring (quantitative system): %d%d%d%s	???????????? (?????????) : %d%d%d%s
1748	Account Expiring (meter rate system):%d minutes left. 	IDS_STRING1748 	Account Expiring (meter rate system):%d minutes left. 	???????????? (????????????????????) ????? %d ????
1749	Get LP %.1f%%	IDS_STRING1749 	IDS_STRING1749 	?????? LP %.1f%%
1750	ATK UP 20%	??? 20%%???	IDS_STRING1750 	??????????????????????? 20%
1751	Get discount 10%	IDS_STRING1751 	IDS_STRING1751 	???????????? 10%
1752	Processing Mode	IDS_STRING1752 	IDS_STRING1752 	??????????????????
1753	ATK : %d%%	??? : %d%%	Attacking power : %d%%	Attacking power : %d%%
1754	DEF : %d%%	??? : %d%%	Defensive power : %d%%	Defensive power : %d%%
1755	EXP : %d%%	?????? : %d%%	experience Nivel : %d%%	experience Nivel : %d%%
1756	HP Aumenta %d%%	??? %d%%???	vital power %d%%Aumenta	HP power %d%%Aumenta
1757	MP Aumenta %d%%	??%d%%???	Mana power %d%%Aumenta	Mana power %d%%Aumenta
1758	SP Aumenta %d%%	???? %d%%???	Stamina %d%%Aumenta	Stamina %d%%Aumenta
1759	EP Aumenta %d%%	????? %d%%???	Poder Eletrico %d%%Aumenta	Poder Eletrico %d%%Aumenta
1760	ATK Aumenta %d%%	??? %d%%???	Attacking %d%%Aumenta	Attacking %d%%Aumenta
1761	DEF Aumenta %d%%	??? %d%%???	Defensive power %d%%Aumenta	Defensive power %d%%Aumenta
1762	EXP Aumenta %d%%	?????? %d%%???	experience Nivel %d%%Aumenta	Experience Nivel %d%%Aumenta
1763	LIME Aumenta %d%%	?????? %d%%???	amount of earning lime %d%%Aumenta	Amount of earning lime %d%%Aumenta
1764	ATK/EXP Aumenta %d%%	???/?????? %d%%???	Attacking power/exeprience Nivel %d%%Aumenta	Attacking power/Exeprience Nivel %d%%Aumenta
1765	DEF/EXP Aumenta %d%%	???/?????? %d%%???	Defensive power/experience Nivel %d%%Aumenta	Defensive power/Experience Nivel %d%%Aumenta
1766	ATK/DEF Aumenta %d%%	???/??? %d%%???	Attacking power/Defensive power %d%%Aumenta	Attacking power/Defensive power %d%%Aumenta
1767	ATK/DEF/EXP Aumenta %d%%	???/???/?????? %d%%???	Attacking power/Defensive power/experience Nivel %d%%Aumenta	Attacking power/Defensive power/Experience Nivel %d%%Aumenta
1768	Chance ATK Aumenta %d%%	????? %d%%???	Instant Attacking %d%%Aumenta	Instant Attacking %d%%Aumenta
1769	Critical Rate Aumenta %d%%	???????? %d%%???	Critical Attack rate %d%%Aumenta	Critical Attack rate %d%%Aumenta
1770	Decrease monster's SP %d%%	???????? %d%%???	monster's Stamina %d%%decrease	Monster's Stamina %d%%decrease
1771	Invalid item information	????????	invalid item information	??????????????????????
1772	Payment completed	????	payment completed	???????????????
1773	You can receive the reward from NPC Ceru (E Trader).	NPC????????????????	You can receive the reward from Caru NPC.	???????????????????????? NPC Ceru (E Trader)
1774	You obtained items	%s?%d??????????????	You obtained %d items from %s	?????????????? %d ??? %s 
1775	You can receive the reward from announcer NPC Host.	NPC????????????????????????	You can receive the reward from announcer NPC.	???????????????????????? NPC
1776	You obtained items	%s?%d??????????????	You obtained %d items from %s	?????????????? %d ??? %s 
1777	There are no characters created at the existing server.	?????????????????	There are no characters created at the existing server.	?????????????? Server
1778	Only characters who have applied for the Competition can access.	???????????????????	Only characters who have applied for the Competition can access.	?????????????????????????????????????????????????????
1779	Account Expiration (jeongryangje):% d /% d /% d% s	IDS_STRING1779	IDS_STRING1779	???????????? (?????????????) : %d%d%d %s
1780	Account Expiration (pay-per):% d minutes left on the clock.	IDS_STRING1780	IDS_STRING1780	???????????? (????????????????) : ????? %d ????
1781	%s (% d only)	IDS_STRING1781	IDS_STRING1781	????????
1782	avoids %s.	IDS_STRING1782	IDS_STRING1782	?????????? %s
1783	Waypoint %d second.	IDS_STRING1783	IDS_STRING1783	??????? %d
1784	Save coordinates %4.2f %4.2f.	IDS_STRING1784	IDS_STRING1784	????????????????? %4.2f  %4.2f
1785	There is no input coordinates.	IDS_STRING1785	IDS_STRING1785	??????????????????????
1786	Delete Coordinate %4.2f %4.2f.	IDS_STRING1786	IDS_STRING1786	????????? %4.2f  %4.2f
1787	The resurrection.	IDS_STRING1787	IDS_STRING1787	??????????
1788	Exit the full mode Lagrange rush.	IDS_STRING1788	IDS_STRING1788	
1789	Lagrange rush to exit the semi-automatic mode.	IDS_STRING1789	IDS_STRING1789	
1790	Shut down the potion Lagrange Rush mode.	IDS_STRING1790	IDS_STRING1790	
1791	%d %d %d Chevron stores.	IDS_STRING1791	IDS_STRING1791	
1792	Chevron %d %d %d to delete.	IDS_STRING1792 	IDS_STRING1792 	
1793	This contains different kinds of items on slot %d.	IDS_STRING1793 	IDS_STRING1793 	
1794	D costs, stop using the pager.	IDS_STRING1794 	IDS_STRING1794 	
1795	Lagrange Rush settings are correct. Shut down the Lagrange rush.	IDS_STRING1795 	IDS_STRING1795 	
1796	There is no migration path. Shut down the Lagrange rush.	IDS_STRING1796 	IDS_STRING1796 	
1797	Can not find the Lagrange Rush merchant. Shut down the Lagrange rush.	IDS_STRING1797 	IDS_STRING1797 	
1798	Incorrect transport position. Shut down the Lagrange rush.	IDS_STRING1798 	IDS_STRING1798 	
1799	Quick slot settings are correct. Shut down the Lagrange rush.	IDS_STRING1799 	IDS_STRING1799 	
1800	The bag is full. Shut down the Lagrange rush.	IDS_STRING1800 	IDS_STRING1800 	
1801	This item is not available in all settings. Shut down the Lagrange rush.	IDS_STRING1801 	IDS_STRING1801 	
1802	Connection with the server has shut down.	IDS_STRING1802 	IDS_STRING1802 	
1803	In the area Full Auto is not supported.	IDS_STRING1803 	IDS_STRING1803 	
1804	There are no settings. Please check the La geureosi settings.	IDS_STRING1804 	IDS_STRING1804 	
1805	Lagrange Rush version is low. Please La geureosi reset.	IDS_STRING1805 	IDS_STRING1805 	
1806	You have selected the wrong species. Please create a new setting, then delete it.	IDS_STRING1806 	IDS_STRING1806 	
1807	The Zone can not be used in that mode. Shut down the Lagrange rush.	IDS_STRING1807 	IDS_STRING1807 	
1808	The warehouse was opened. Shut down the Lagrange rush.	IDS_STRING1808 	IDS_STRING1808 	
1809	Can not find the Lagrange Rush merchant. Shut down the Lagrange rush.	IDS_STRING1809 	IDS_STRING1809 	
1810	Can not find that item. Shut down the Lagrange rush.	IDS_STRING1810 	IDS_STRING1810 	
1811	Does not match the information in the inventory. Shut down the Lagrange rush.	IDS_STRING1811 	IDS_STRING1811 	
1812	Does not match the information in the warehouse. Shut down the Lagrange rush.	IDS_STRING1812 	IDS_STRING1812 	
1813	Can not find the item. Shut down the Lagrange rush.	IDS_STRING1813 	IDS_STRING1813 	
1814	Term items will be left. Shut down the Lagrange rush.	IDS_STRING1814 	IDS_STRING1814 	
1815	The warehouse utilization of space. Shut down the Lagrange rush.	IDS_STRING1815 	IDS_STRING1815 	
1816	Not enough storage fee. Shut down the Lagrange rush.	IDS_STRING1816 	IDS_STRING1816 	
1817	This is insufficient space to store. Shut down the Lagrange rush.	IDS_STRING1817 	IDS_STRING1817 	
1818	This amount is insufficient. Shut down the Lagrange rush.	IDS_STRING1818 	IDS_STRING1818 	
1819	The item can not be purchased. Shut down the Lagrange rush.	IDS_STRING1819 	IDS_STRING1819 	
1820	Character name : %s	??????? : %s	Character name : %s	??????????? : %s
1821	Character race : %s	???????? : %s	Character race : %s	??????????? : %s
1822	Character Nivel : %d	????????? : %d	Character Nivel : %d	Nivel ??????? : %d
1823	Empty	?????	Empty	????????????
1824	Enter the guild name to invade.	??????????????????	Enter the guild name to invade.	????????? Guild ??????????????????
1825	The name of the invading guild is too short.	???????????4??????????????	The name of the invading guild is too short.	???? Guild ???????????????
1826	Insufficient lime used for invasion request.	???????????????????	Insufficient lime used for invasion request.	lime ?????????????????????
1827	You are not able to apply according to the improper guild Nivel.	?????????????????????	You are not able to apply according to the improper guild Nivel.	??????????????????????????? Nivel ??? Guild ?????????
1828	amount of Dano %d%%decrease(%dminute)	????? %d%%???(%d?)	amount of Dano %d%%decrease(%dminute)	???????????????? %d%%???? (%d ????)
1829	Ruinas Abandonadas	???????s1	Ruinas Abandonadas.	Forlorn Ruin S1
1830	Jupiter	????	Jupiter	Jupiter
1831	Cannot be used at this moment.	??????????	Cannot be used at this moment.	???????????????????????
1832	Cannot be used at the corresponding zone.	??????????????	Cannot be used at the corresponding zone.	????????????????????????????????
1833	You don't have enough space.	?????????????	You don't have enough space.	??????????????????
1834	Crafting jewelry failed.	????????????	Crafting jewelry failed.	????????????????????
1835	Crafting jewelry succeed.	????????????	Crafting jewelry succeed.	???????????????????
1836	Failed to find storage item!	??????????????????????????????	Failed to find storage item!	??????????? storage item ???
1837	You can't use movimento socializacao while you are moving or Attacking.	??????????????????????	You can't use movimento socializacao while you are moving or Attacking.	???????????????????????????????????????????
1838	Disarm your equipments.	?????????????????????	Disarm your equipments.	?????????????
1839	IDS_STRING1839	IDS_STRING1839	IDS_STRING1839	
1840	IDS_STRING1840	IDS_STRING1840	IDS_STRING1840	
1841	There are no rings to collect.	?????????????	There are no rings to collect.	????????????????
1842	Aguarde.	????????????	Aguarde.	??????
1843	Item recebido com sucesso.	??????????	Item recebido com sucesso.	???????????????
1844	Informacao incorreta.	?????????	Informacao incorreta.	?????????????
1845	Seu HP ja esta no maximo.	???????????	Seu HP ja esta no maximo.	HP ????????
1846	Sua Mana ja esta no maximo.	??????????	Sua Mana ja esta no maximo.	Mana ????????
1847	Sua Stamina ja esta no maximo	????????????	Sua Stamina ja esta no maximo	Stamina ????????
1848	Seu Poder Eletrico ja esta no maximo.	?????????????	Seu Poder Eletrico ja esta no maximo.	Poder Eletrico ????????
1849	All energies are already full.	??????????????	All energies are already full.	??????????????????????
1850	Nivel inapropriado para uso	???????????????	Nivel inapropriado para uso	Nivel ??????????????????
1851	There is no cakram. 	????????????	There is no cakram. 	????? Chakuram
1852	IDS_STRING1852	????????????	IDS_STRING1852	
1853	Item recebido com sucesso.	????	Item recebido com sucesso.	?????????????????
1854	Nao ha itens para serem recebidos	???????????????	Nao ha itens para serem recebidos	?????????????????
1855	Either your bag is full or you have exceeded the amount limitation.	?????????????????????????????	Either your bag is full or you have exceeded the amount limitation.	?????????????????????????????????????????
1856	There are so stores selling the items including the search word.	???????????????????	There are so stores selling the items including the search word.	?????????????????????????????????????
1857	Buscando...	???????…	Buscando...	??????????
1858	1 Step Aumenta of Special Habilidade(20Lv->21Lv)	??????????1??????20Lv -> 21Lv?	1 Step Aumenta of Special Habilidade(20Lv->21Lv)	1?????????????????????????????? (Nivel 20 ??? 21)
1859	1 Step Aumenta of Special Habilidade(21Lv->22Lv)	??????????1??????21Lv -> 22Lv?	1 Step Aumenta of Special Habilidade(21Lv->22Lv)	1?????????????????????????????? (Nivel 21 ??? 22)
1860	1 Step Aumenta of Special Habilidade(22Lv->23Lv)	??????????1??????22Lv -> 23Lv?	1 Step Aumenta of Special Habilidade(22Lv->23Lv)	1?????????????????????????????? (Nivel 22 ??? 23)
1861	1 Step Aumenta of Special Habilidade(23Lv->24Lv)	??????????1??????23Lv -> 24Lv?	1 Step Aumenta of Special Habilidade(23Lv->24Lv)	1?????????????????????????????? (Nivel 23 ??? 24)
1862	1 Step Aumenta of Special Habilidade(24Lv->25Lv)	??????????1??????24Lv -> 25Lv?	1 Step Aumenta of Special Habilidade(24Lv->25Lv)	1?????????????????????????????? (Nivel 24 ??? 25)
1863	Time Limit Item	????????	Time Limit Item	????????????????????
1864	Aumentad movement speed %d%% (%d minutes)	?????? %d%%(%d?)	Aumentad movement speed% d%% (% d minutes)	???????????????????????????? %d%% (%d ????)
1865	IDS_STRING1865	IDS_STRING1865	IDS_STRING1865	
1866	IDS_STRING1866	IDS_STRING1866	IDS_STRING1866	
1867	IDS_STRING1867	IDS_STRING1867	IDS_STRING1867	
1868	IDS_STRING1868	IDS_STRING1868	IDS_STRING1868	
1869	IDS_STRING1869	IDS_STRING1869	IDS_STRING1869	
1870	IDS_STRING1870	IDS_STRING1870	IDS_STRING1870	
1871	All states recover %d	??????:%d	IDS_STRING1871	HP/MP/EP/ST ?????? %d
1872	Cumulative Dano off	????????	IDS_STRING1872	Resolve Accumulated Dano
1873	Off abnormal conditions	??????	IDS_STRING1873	Resolve Disordered condition
1874	Life, mana, Stamford, electricity restored %d	??????:%d	IDS_STRING1874	???????????????? %d
1875	Death immediately revived vitality restored %d	??????%d%?	IDS_STRING1875	Revival HP ?????? %d
1876	Swamp Point acquisition of destruction rises %d %% (% d min)	???????????? %d%%(%d?)	IDS_STRING1876	????? %d%% of earned Swamp of Destruction (%d ????)
1877	Party sugar stats rise up to %d (%d min)	????????????????×%d (%d?)	IDS_STRING1877	???? %d of maximum ability per party member (%d ????)
1878	% d% d W L	?d? ?d?	%dWin %dLose	%d ??? %d ???
1879	Pet shorter incubation time (%d min)	???????? ???%d??	IDS_STRING1879	?????????????????? (%d ????)
1880	%d %% Aumenta pet experience acquired (%d min)	?????????%d%%???%d??	IDS_STRING1880	????????????????????????????????????????? %d%% (%d ????)
1881	Pet Attack %d%% Aumentad (%d min)	??????%d%%????%d??	IDS_STRING1881	ATK UP %d%% (%d ????)
1882	Pet Defense %d%% Aumentad (%d min)	??????%d%%????%d??	IDS_STRING1882	Def UP %d%% (%d ????)
1883	Can be exchanged for special items from a merchant NPC.	??NPC?????????????????????	IDS_STRING1883	????????????????????????????????? NPC
1884	Caracteres especiais nao sao permitidos	???????????	IDS_STRING1884	????????????????????????????
1885	Often the number of strings.	??????????	IDS_STRING1885	??????????????????
1886	Controller Cann't be charged.	??????????????	Controller Cann't be charged.	?????????????? ??????? ???
1887	Condicoes nao permitidas para teleporte	?????????????	Condicoes nao permitidas para teleporte	????????????? Warp ??????????
1888	Nivel inapropriado, somente acima de 350	?????????350Lv?????	Nivel inapropriado, somente acima de 350	Nivel ????????? Nivel 350
1889	Voce precisa de 50 milhoes para marcar uma guerra	??????????200?GOLD??	Voce precisa de 50 milhoes para marcar uma guerra	????????? 50 ???? lime ??????????????????????????
1890	The current access restrictions. 5 minutes is not available.	?? ?? ?? ?????. 5?? ??? ? ????.	?? ?? ?? ?????. 5?? ??? ? ????.	?????????? ??? 3 ????????? ????? Block 5 ????
1891	Por favor verifique os dados digitados, limite de 5 chances, apos sera bloqueado por 5minutos.	???? ????? ?? ??? ???. 3? ??? ??? ?????.	???? ????? ?? ??? ???. 3? ??? ??? ?????.	??????? id pass ??? 3 ????? ????? Block ??? Login
1892	Forlorn Ruin S2	???????s2	Forlorn Ruin S2	Forlorn Ruin S2
1893	Perom	???	Perom	Perom (??????)
1894	stanby time for reuse : %dsec	???????? %d?	stanby time for reuse : %dsec	Delay %d sec
1895	Defense function %d% up	???? %d% ??	Defense function %d% up	Def up %d%%
1896	Forlorn Ruin S3	???????s3	Forlorn Ruin S3	Forlorn Ruin S3
1897	Forlorn Ruin S4	???????s4	Forlorn Ruin S4	Forlorn Ruin S4
1898	make part's endurance up	????????????	make part's endurance up	?????????????
1899	Receita para criar %s 	%s ??????	Receita para criar %s 	?????????????? %s
1900	Pode haver falha na producao	?????????????????	Pode haver falha na producao	???????
1901	Materiais para producao	????????	Materiais para producao	??????????????????????
1902	can get from item disassemble	???????????	can get from item disassemble	???????????????? ????????????????
1903	Pode ser consguido atraves de drops	???????????	Pode ser consguido atraves de drops	???????????????? ??????????????????
1904	Pode ser adquirido na Loja de LP	???????????	Pode ser adquirido na Loja de LP	???????????????? LP Shop
1905	%d Tempo	%d ?	%d Tempo	%d ?????
1906	if part's endurance is under 5, cannot be operated	???????5??????	if part's endurance is under 5, cannot be operated	?????????????????? 5 ?????????????????
1907	Niveldown : %d	??????? %d	Niveldown : %d	Nivel down : %d
1908	when operates, sub weapon endurance is 5 down	???????????5??	when operates, sub weapon endurance is 5 down	??????????????? ???????????????????????? 5
1909	during D-System operating, sub weapon endurance is 1 each down	D????????????????????	during D-System operating, sub weapon endurance is 1 each down	????????????? D - System ??????????? Habilidade ??????????????????????????? 1
1910	need D-System operating	D - ???? - ????	need D-System operating	?????????? D System ????
1911	sub weapon endurance is 2 down	???????2??	sub weapon endurance is 2 down	?????????????????????? 2
1912	faint possibility up : %d%%	??????? %d%%	faint possibility up : %d%%	Evasion UP : %d%%
1913	slow possibility up:%d%%	???????:%d%%	slow possibility up:%d%%	Slow UP:%d%%
1914	additional status error resistance up %d%%	???????? %d%%	additional status error resistance up %d%%	Resistance UP %d%%
1915	Defense performance %d%% up	???? %d%% ??	Defense performance %d%% up	Def UP : %d%%
1916	need PL-field operating	PL-?????????	need PL-field operating	??????????  PL - Field ????
1917	polishing whetstone (%d)	??????(%d)	polishing whetstone (%d)	Dano UP (%d)
1918	expansion slot %dblank %s	?????? %d? %s	expansion slot %dblank %s	??????????? %d ??????????? %s
1919	on lucky time event	????????????	on lucky time event	????????????????? Lucky Time
1920	PL-field operating!! Defense performance up!!	PL-?????????????????	PL-field operating!! Defense performance up!!	????????  PL - Field ????????????????????
1921	PL-field close	PL-???????	PL-field close	???????  PL - Field
1922	D-System operating!! Passive effect is operating	D - ???? - ?????????????????	D-System operating!! Passive effect is operating	???????? D-System ????????????????????
1923	D-System close!!	D - ???? - ?? ????	D-System close!!	??????? D-System
1924	Critical strike operating!! Critical up!!	?????????????????????????	Critical strike operating!! Critical up!!	???????? Critical Strike ??? Critical ?????????
1925	Critical strike close	?????????????	Critical strike close	??????? Critical Strike
1926	engage operating!! Offense power up!!	????????????????	engage operating!! Offense power up!!	???????? Engage ??????????????????
1927	engage close	???????	engage close	??????? Engage
1928	D-Systemfield operating!! Defense performance up!!	D ???? - ?????????????????	D-Systemfield operating!! Defense performance up!!	???????? D System - Field ????????????????????
1929	D System - Field close	D ???? - ???????	D System - Field close	??????? D System - Field
1930	weapon Dano up %d	??? %d???	weapon Dano up %d	ATK UP %d
1931	deadly hit(%d%%) up	???????? (%d%%)??	deadly hit(%d%%) up	Deadly hit UP (%d%%) 
1932	Producao de item realizada com sucesso	????????	Producao de item realizada com sucesso	Producao de item realizada com sucesso
1933	Falha ao tentar produzir item	????????	Falha ao tentar produzir item	Falha ao tentar produzir item
1934	item disassemble success	????????	item disassemble success	Item disassemble success
1935	item disassemble fail	????????	item disassemble fail	Item disassemble fail
1936	Refinamento realizado com sucesso	??????????	Refinamento realizado com sucesso	Refinamento realizado com sucesso
1937	refining fail	??????????	refining fail	Refining fail
1938	item exchange of 1 reputation value	??? 1? ????	item exchange of 1 reputation value	??????????????? 1 ?????????????????
1939	item exchange of 10 reputation value	??? 10? ????	item exchange of 10 reputation value	??????????????? 10 ?????????????????
1940	item exchange of 25 reputation value	??? 25? ????	item exchange of 25 reputation value	??????????????? 25 ?????????????????
1941	can create only one Perom.	????????????????????	can create only one Perom.	??????????? Perom ???????? 1 ???????????
1942	Apenas para Perom	?????	Apenas para Perom	Apenas para Perom
1943	Aumenta Status	Aumenta Status	Aumenta Status	Aumenta Status
1944	Aumenta Critical Attack Rate %d%%	????????? %d%%%?? 	Aumenta Critical Attack Rate %d%%	????????????????? %d%%
1945	The receipient has Perom	The receipient has Perom	The receipient has Perom	The receipient has Perom
1946	There is no penalty strengthen fail.	msg 1946	msg 1946	msg 1946
1947	The item will be initialized when you fail the reinforcement	The item will be initialized when you fail the reinforcement	The item will be initialized when you fail the reinforcement	The item will be initialized when you fail the reinforcement
1948	The item will be destroyed when you fail the reinforcement	The item will be destroyed when you fail the reinforcement	The item will be destroyed when you fail the reinforcement	The item will be destroyed when you fail the reinforcement
1949	The reinforcement value will drop by -1 when you fail the reinforcement	The reinforcement value will drop by -1 when you fail the reinforcement	The reinforcement value will drop by -1 when you fail the reinforcement	The reinforcement value will drop by -1 when you fail the reinforcement
1950	The reinforcement value will drop by -2 when you fail the reinforcement	The reinforcement value will drop by -2 when you fail the reinforcement	The reinforcement value will drop by -2 when you fail the reinforcement	The reinforcement value will drop by -2 when you fail the reinforcement
